id,english,part_of_speech,level,translation_fr,family
3670.0,religious,adjective,B1,religieux,descriptions_general
3671.0,reluctant,adjective,C1,réticent,descriptions_general
3672.0,rely,verb,B2,dépendre,actions_general
3673.0,remain,verb,B1,rester,actions_general
3674.0,remainder,noun,C1,reste,general
3675.0,remains,noun,C1,reste,general
3676.0,remark,"noun, verb",B2,remarque,actions_general
3677.0,remarkable,adjective,B2,remarquable,descriptions_general
3678.0,remarkably,adverb,B2,remarquablement,descriptions_general
3679.0,remedy,noun,C1,ressource,general
3680.0,remember,verb,A1,souvenir,actions_general
3681.0,remind,verb,B1,souvenir,actions_general
3682.0,reminder,noun,C1,rappel,general
3683.0,remote,adjective,B1,lointain,descriptions_general
3684.0,removal,noun,C1,suppression,general
3685.0,remove,verb,A2,vider,actions_general
3686.0,render,verb,C1,présenter,actions_general
3687.0,renew,verb,C1,renouveler,actions_general
3688.0,renowned,adjective,C1,renommé,descriptions_general
3689.0,rent,"noun, verb",B1,rente,actions_general
3690.0,rental,noun,C1,loyer,general
3691.0,repair,"noun, verb",A2,réparation,actions_general
3692.0,repeat,"noun, verb",A1,récidive,actions_general
3693.0,repeated,adjective,B1,,descriptions_general
3694.0,replace,verb,A2,substituer,actions_general
3695.0,replacement,noun,C1,remplacement,general
3696.0,reply,"noun, verb",A2,réponse,communication_language
3697.0,report,"noun, verb",A1,renseignement,communication_language
3698.0,reportedly,adverb,C1,,descriptions_general
3699.0,reporter,noun,A2,reporter,general
3700.0,reporting,noun,B2,rapportage,general
3701.0,represent,verb,B1,représenter,actions_general
3702.0,representation,noun,C1,représentation,general
3703.0,representative,"adjective, noun",B2,représentatif,descriptions_general
3704.0,reproduce,verb,C1,reproduire,actions_general
3705.0,reproduction,noun,C1,reproduction,general
3706.0,republic,noun,C1,république,general
3707.0,reputation,noun,B2,réputation,general
3708.0,request,"noun, verb",A2,requête,actions_general
3709.0,require,verb,B1,requérir,actions_general
3710.0,requirement,noun,B2,exigence,general
3711.0,rescue,"noun, verb",B2,rescousse,actions_general
3712.0,research,"noun, verb",A2,recherche,education_academic
3713.0,researcher,noun,A2,investigateur,general
3714.0,resemble,verb,C1,ressembler,actions_general
3715.0,reservation,noun,B1,réserve,general
3716.0,reserve,"noun, verb",B2,réserve,actions_general
3717.0,reside,verb,C1,loger,actions_general
3718.0,residence,noun,C1,résidence,general
3719.0,resident,"adjective, noun",B2,riverain,descriptions_general
3720.0,residential,adjective,C1,résidentiel,descriptions_general
3721.0,residue,noun,C1,,general
3722.0,resign,verb,B2,résigner,actions_general
3723.0,resignation,noun,C1,résignation,general
3724.0,resist,verb,B2,résister,actions_general
3725.0,resistance,noun,C1,résistance,general
3726.0,resolution,noun,B2,résolution,general
3727.0,resolve,verb,B2,résoudre,actions_general
3728.0,resort,noun,B2,recours,general
3729.0,resource,noun,B1,ressource,general
3730.0,respect,"noun, verb",B1,respect,actions_general
3731.0,respective,adjective,C1,respectif,descriptions_general
3732.0,respectively,adverb,C1,respectivement,descriptions_general
3733.0,respond,verb,A2,répondre,communication_language
3734.0,response,noun,A2,réponse,general
3735.0,responsibility,noun,B1,responsabilité,general
3736.0,responsible,adjective,B1,responsable,descriptions_general
3737.0,rest,"noun, verb",A2,reste,actions_general
3738.0,restaurant,noun,A1,restaurant,general
3739.0,restoration,noun,C1,restauration,general
3740.0,restore,verb,B2,restaurer,actions_general
3741.0,restraint,noun,C1,retenue,general
3742.0,restrict,verb,B2,limiter,actions_general
3743.0,restriction,noun,B2,restriction,general
3744.0,result,"noun, verb",A1,résultat,actions_general
3745.0,resume,verb,C1,reprendre,actions_general
3746.0,retail,noun,B2,détail,finance_trading
3747.0,retain,verb,B2,tenir,actions_general
3748.0,retire,verb,B1,pensionner,actions_general
3749.0,retired,adjective,B1,retraité,descriptions_general
3750.0,retirement,noun,B2,retraite,general
3751.0,retreat,"noun, verb",C1,retrait,actions_general
3752.0,retrieve,verb,C1,retirer,actions_general
3753.0,return,"noun, verb",A1,retour / revenir,actions_general
3754.0,reveal,verb,B2,révéler,actions_general
3755.0,revelation,noun,C1,révélation,general
3756.0,revenge,noun,C1,vengeance,general
3757.0,revenue,noun,B2,revenu,finance_trading
3758.0,reverse,"adjective, noun, verb",C1,revers,descriptions_general
3759.0,review,"noun, verb",A2,revue,actions_general
3760.0,revise,verb,B1,reviser,actions_general
3761.0,revision,noun,B2,remaniement,general
3762.0,revival,noun,C1,revival,general
3763.0,revive,verb,C1,revivre,actions_general
3764.0,revolution,noun,B2,révolution,general
3764.0,revolution,noun,B2,révolution,general
3765.0,revolutionary,adjective,C1,révolutionnaire,descriptions_general
3766.0,reward,"noun, verb",B2,prix,actions_general
3767.0,rhetoric,noun,C1,rhétorique,general
3768.0,rhythm,noun,B2,rythme,general
3769.0,rice,noun,A1,riz,home_daily_life
3770.0,rich,adjective,A1,riche,descriptions_general
3771.0,rid,verb,B2,,actions_general
3772.0,ride,"noun, verb",A1,monter,actions_general
3773.0,ridiculous,adjective,B2,ridicule,descriptions_general
3774.0,rifle,noun,C1,fusil,general
3775.0,right,"adjective, adverb, noun",A1,vrai,descriptions_general
3776.0,ring,"noun, verb",A2,ring,actions_general
3777.0,riot,noun,C1,émeute,general
3778.0,rip,verb,C1,ripper,actions_general
3779.0,rise,"noun, verb",A2,essor,actions_general
3780.0,risk,"noun, verb",B1,risque,actions_general
3781.0,risky,adjective,B2,risqué,descriptions_general
3782.0,ritual,noun,C1,rituel,general
3783.0,rival,"adjective, noun",B2,rival,descriptions_general
3784.0,river,noun,A1,rivière / fleuve,nature_animals
3785.0,road,noun,A1,route / chemin,travel_transport
3786.0,rob,verb,B2,voler,actions_general
3787.0,robbery,noun,B2,vol,general
3788.0,robot,noun,B1,robot,general
3789.0,robust,adjective,C1,robuste,descriptions_general
3790.0,rock,"noun, verb",A2,rock,actions_general
3791.0,rocket,noun,B2,fusée,general
3792.0,rod,noun,C1,verge,general
3793.0,role,noun,A2,rôle,general
3794.0,roll,"noun, verb",B1,roulis,actions_general
3795.0,romance,noun,B2,romance / idylle,general
3796.0,romantic,adjective,B1,romantique,descriptions_general
3797.0,roof,noun,A2,toit,home_daily_life
3798.0,room,noun,A1,salle,home_daily_life
3799.0,root,noun,B2,racine,general
3800.0,rope,noun,B1,corde,general
3801.0,rose,noun,B2,rose,general
3802.0,rotate,verb,C1,,actions_general
3803.0,rotation,noun,C1,rotation,general
3804.0,rough,adjective,B1,rude / rugueux / difficile,descriptions_general
3805.0,roughly,adverb,B2,globalement,descriptions_general
3806.0,round,"adjective, adverb, noun, preposition",A2,rond,descriptions_general
3807.0,route,noun,A2,voie,travel_transport
3808.0,routine,"adjective, noun",A1,routine,descriptions_general
3809.0,row,noun,B1,rayon,general
3810.0,royal,adjective,B1,royal,descriptions_general
3811.0,rub,verb,B2,récurer,actions_general
3812.0,rubber,"adjective, noun",B2,caoutchouc / gomme,descriptions_general
3813.0,rubbish,noun,A2,poubelle,general
3814.0,rude,adjective,A2,vulgaire,descriptions_general
3815.0,rugby,noun,B1,,general
3816.0,ruin,"noun, verb",B2,ruine,actions_general
3817.0,rule,"noun, verb",A1,statut,actions_general
3818.0,ruling,noun,C1,rescrit,general
3819.0,rumour,noun,C1,rumeur,general
3820.0,run,"noun, verb",A1,courir / course,actions_general
3821.0,runner,noun,A2,coureur,general
3822.0,running,noun,A2,course / fonctionnement,general
3823.0,rural,adjective,B2,rural,descriptions_general
3824.0,rush,"noun, verb",B2,ruée,actions_general
3825.0,sack,verb,C1,virer,actions_general
3826.0,sacred,adjective,C1,sacré,descriptions_general
3827.0,sacrifice,"noun, verb",C1,sacrifier,actions_general
3828.0,sad,adjective,A1,triste,emotions_qualities
3829.0,sadly,adverb,A2,tristement,descriptions_general
3830.0,safe,adjective,A2,sûr,descriptions_general
3831.0,safety,noun,B1,sûreté,general
3832.0,sail,"noun, verb",A2,voile,actions_general
3833.0,sailing,noun,A2,voile,general
3834.0,sailor,noun,B1,régatier,general
3835.0,saint,noun,C1,saint,general
3836.0,sake,noun,C1,bien / amour (de qqch),general
3837.0,salad,noun,A1,salade,general
3838.0,salary,noun,A2,salaire,work_career
3839.0,sale,noun,A2,vente,general
3840.0,salt,noun,A1,sel,general
3841.0,same,"adjective, adverb, pronoun",A1,même,descriptions_general
3842.0,sample,"noun, verb",B1,spécimen,actions_general
3843.0,sanction,noun,C1,sanction,law_politics
3844.0,sand,noun,B1,sable,general
3845.0,sandwich,noun,A1,sandwich,general
3846.0,satellite,noun,B2,satellite,general
3847.0,satisfaction,noun,B2,satisfaction,general
3848.0,satisfied,adjective,B2,content,descriptions_general
3849.0,satisfy,verb,B2,satisfaire,actions_general
3850.0,saturday,noun,A1,samedi,general
3851.0,sauce,noun,A2,sauce,general
3852.0,save,verb,A2,sauver,actions_general
3853.0,saving,noun,B2,épargne,general
3854.0,say,"noun, verb",A1,dire,communication_language
3855.0,scale,noun,B2,taille,general
3856.0,scan,verb,B1,scanner,actions_general
3857.0,scandal,noun,B2,scandale,general
3858.0,scare,"noun, verb",B2,redouter,actions_general
3859.0,scared,adjective,A2,,descriptions_general
3860.0,scary,adjective,A2,effrayant,descriptions_general
3861.0,scattered,adjective,C1,épars,descriptions_general
3862.0,scenario,noun,B2,scénario,general
3863.0,scene,noun,A2,tableau,general
3864.0,sceptical,adjective,C1,sceptique,descriptions_general
3865.0,schedule,"noun, verb",A2,horaire,actions_general
3866.0,scheme,noun,B2,tripotage,general
3867.0,scholar,noun,B2,savant,general
3868.0,scholarship,noun,B2,bourse,general
3869.0,school,noun,A1,école,education_academic
3870.0,science,noun,A1,science,education_academic
3871.0,scientific,adjective,B1,scientifique,descriptions_general
3872.0,scientist,noun,A1,scientifique,general
3873.0,scope,noun,C1,taille,general
3874.0,score,"noun, verb",A2,score,actions_general
3875.0,scratch,"noun, verb",B2,scratch,actions_general
3876.0,scream,"noun, verb",B2,cri,actions_general
3877.0,screen,"noun, verb",A2,filtre,technology_data
3878.0,screening,noun,B2,projection,general
3879.0,screw,"noun, verb",C1,vis,actions_general
3880.0,script,noun,B1,script,general
3881.0,scrutiny,noun,C1,contrôle,general
3882.0,sculpture,noun,B1,sculpture,general
3883.0,sea,noun,A1,mer,nature_animals
3884.0,seal,"noun, verb",C1,sceau,actions_general
3885.0,search,"noun, verb",A2,repérage,actions_general
3886.0,season,noun,A2,saison,general
3887.0,seat,"noun, verb",A2,siège,actions_general
3888.0,second,"adverb, determiner, noun, ordinal number",A1,secundo,descriptions_general
3889.0,secondary,adjective,B1,secondaire,descriptions_general
3890.0,secondly,adverb,A2,secondement,descriptions_general
3891.0,secret,"adjective, noun",A2,secret,descriptions_general
3892.0,secretary,noun,A2,secrétaire,general
3893.0,section,noun,A1,section,general
3894.0,sector,noun,B2,secteur,general
3895.0,secular,adjective,C1,séculier,descriptions_general
3896.0,secure,"adjective, verb",B2,sûr,descriptions_general
3897.0,security,noun,B1,sûreté,general
3898.0,see,verb,A1,voir,actions_general
3899.0,seed,noun,B1,graine / semence,general
3900.0,seek,verb,B2,rechercher,actions_general
3901.0,seeker,noun,B2,chercheur / demandeur,general
3902.0,seem,linking verb,A2,sembler,general
3903.0,seemingly,adverb,C1,apparemment,descriptions_general
3904.0,segment,noun,C1,segment,general
3905.0,seize,verb,C1,s’emparer,actions_general
3906.0,seldom,adverb,C1,rarement,descriptions_general
3907.0,select,verb,B2,trier,actions_general
3908.0,selection,noun,B2,sélection,general
3909.0,selective,adjective,C1,sélectif,descriptions_general
3910.0,self,noun,B2,moi,general
3911.0,sell,verb,A1,vendre,actions_general
3912.0,seminar,noun,B2,séminaire,general
3913.0,senator,noun,C1,sénateur,general
3914.0,send,verb,A1,envoyer,actions_general
3915.0,senior,adjective,B2,huppé,descriptions_general
3916.0,sensation,noun,C1,sensation,general
3917.0,sense,"noun, verb",A2,sens,actions_general
3918.0,sensible,adjective,B1,sage,descriptions_general
3919.0,sensitive,adjective,B2,sensible,descriptions_general
3920.0,sensitivity,noun,C1,sensibilité,general
3921.0,sentence,"noun, verb",A1,phrase,communication_language
3922.0,sentiment,noun,C1,sentiment,general
3923.0,separate,"adjective, verb",A2,trier,descriptions_general
3924.0,separation,noun,C1,séparation,general
3925.0,september,noun,A1,septembre,general
3926.0,sequence,noun,B2,suite,general
3927.0,serial,adjective,C1,sériel,descriptions_general
3928.0,series,noun,A2,suite,general
3929.0,serious,adjective,A2,sérieux,emotions_qualities
3930.0,seriously,adverb,B1,sérieusement / gravement,descriptions_general
3931.0,servant,noun,B1,servant,general
3932.0,serve,verb,A2,servir,actions_general
3933.0,service,noun,A2,service,general
3934.0,session,noun,B2,session,general
3935.0,set,"noun, verb",B1,ensemble / jeu / réglage,actions_general
3936.0,set-up,noun,C1,système,general
3937.0,setting,noun,B1,donnée,general
3938.0,settle,verb,B2,résoudre,actions_general
3939.0,settlement,noun,C1,peuplement,general
3940.0,settler,noun,B2,colon,general
3941.0,seven,number,A1,sept,grammar_function_words
3942.0,seventeen,number,A1,dix-sept,grammar_function_words
3943.0,seventy,number,A1,septante,grammar_function_words
3944.0,several,"determiner, pronoun",A2,plusieurs,grammar_function_words
3945.0,severe,adjective,B2,sévère,descriptions_general
3946.0,severely,adverb,B2,sévèrement,descriptions_general
3947.0,sex,noun,B1,sexe,general
3948.0,sexual,adjective,B1,sexuel,descriptions_general
3949.0,sexuality,noun,C1,sexualité,general
3950.0,sexy,adjective,B2,sexy,descriptions_general
3951.0,shade,noun,B2,teinte,general
3952.0,shadow,noun,B2,ombre,general
3953.0,shake,"noun, verb",A2,secousse,actions_general
3954.0,shall,modal verb,A2,,grammar_function_words
3955.0,shallow,adjective,B2,superficiel,descriptions_general
3956.0,shame,noun,B2,opprobre,emotions_qualities
3957.0,shape,"noun, verb",A2,forme,actions_general
3958.0,shaped,adjective,B2,,descriptions_general
3959.0,share,"noun, verb",A1,part/action,finance_trading
3960.0,shareholder,noun,C1,actionnaire,general
3961.0,sharp,adjective,B1,vif,descriptions_general
3962.0,shatter,verb,C1,fracasser,actions_general
3963.0,she,pronoun,A1,,grammar_function_words
3964.0,shed,verb,C1,verser,actions_general
3965.0,sheep,noun,A1,ovins,nature_animals
3966.0,sheer,adjective,C1,accore,descriptions_general
3967.0,sheet,noun,A2,lame,general
3968.0,shelf,noun,B1,tablette,general
3969.0,shell,noun,B1,shell,general
3970.0,shelter,"noun, verb",B2,abri,actions_general
3971.0,shift,"noun, verb",B1,transformation,actions_general
3972.0,shine,verb,B1,lustrer,actions_general
3973.0,shiny,adjective,B1,luisant,descriptions_general
3974.0,ship,"noun, verb",A2,navire,travel_transport
3975.0,shipping,noun,C1,,general
3976.0,shirt,noun,A1,chemise,home_daily_life
3977.0,shock,"noun, verb",B2,secousse,actions_general
3978.0,shocked,adjective,B2,,descriptions_general
3979.0,shocking,adjective,B2,shocking,descriptions_general
3980.0,shoe,noun,A1,soulier,home_daily_life
3981.0,shoot,"noun, verb",B1,shoot,actions_general
3982.0,shooting,noun,B2,tir,general
3983.0,shop,"noun, verb",A1,menuiserie,actions_general
3984.0,shopping,noun,A1,shopping,general
3985.0,shore,noun,B2,rive,general
3986.0,short,adjective,A1,court,descriptions_general
3987.0,short-term,adjective,B2,à court terme,descriptions_general
3988.0,shortage,noun,B2,privation,general
3989.0,shortly,adverb,B2,incessamment,descriptions_general
3990.0,shot,noun,B2,tir,general
3991.0,should,modal verb,A1,dussè,grammar_function_words
3992.0,shoulder,noun,A2,épaule,general
3993.0,shout,"noun, verb",A2,cri,actions_general
3994.0,show,"noun, verb",A1,spectacle,actions_general
3995.0,shower,noun,A1,giboulée,general
3996.0,shrink,verb,C1,rétreindre,actions_general
3997.0,shrug,verb,C1,hausser les épaules,actions_general
3998.0,shut,"adjective, verb",A2,clos,descriptions_general
3999.0,shy,adjective,B1,timide,descriptions_general
4000.0,sibling,noun,B2,frères et sœurs,general
4001.0,sick,adjective,A1,malsain,descriptions_general
4002.0,side,noun,A2,flanc,general
4003.0,sigh,"noun, verb",C1,soupir,actions_general
4004.0,sight,noun,B1,vue,general
4005.0,sign,"noun, verb",A2,signe,actions_general
4006.0,signal,"noun, verb",B1,signal,actions_general
4007.0,signature,noun,B2,signature,general
4008.0,significance,noun,B2,signification,general
4009.0,significant,adjective,B2,significatif,descriptions_general
4010.0,significantly,adverb,B2,significativement,descriptions_general
4011.0,silence,noun,B2,silence,general
4012.0,silent,adjective,B1,silencieux,descriptions_general
4013.0,silk,noun,B2,soie,general
4014.0,silly,adjective,B1,stupide,descriptions_general
4015.0,silver,"adjective, noun",A2,argent,descriptions_general
4016.0,similar,adjective,A1,similaire,descriptions_general
4017.0,similarity,noun,B1,similarité,general
4018.0,similarly,adverb,B1,semblablement,descriptions_general
4019.0,simple,adjective,A2,simple,descriptions_general
4020.0,simply,adverb,B1,simplement,descriptions_general
4021.0,simulate,verb,C1,simuler,actions_general
4022.0,simulation,noun,C1,simulation,technology_data
4023.0,simultaneously,adverb,C1,simultanément,descriptions_general
4024.0,sin,noun,C1,péché,general
4025.0,since,"adverb, conjunction, preposition",A2,comme,descriptions_general
4026.0,sincere,adjective,B2,sincère,descriptions_general
4027.0,sing,verb,A1,chanter,actions_general
4028.0,singer,noun,A1,chanteur,general
4029.0,singing,noun,A2,chant,general
4030.0,single,"adjective, noun",A2,simple,descriptions_general
4031.0,sink,verb,B1,couler / évier,actions_general
4032.0,sir,noun,A2,,general
4033.0,sister,noun,A1,sœur,home_daily_life
4034.0,sit,verb,A1,seoir,actions_general
4035.0,site,noun,A2,place,general
4036.0,situated,adjective,C1,sis,descriptions_general
4037.0,situation,noun,A1,situation,general
4038.0,six,number,A1,six,grammar_function_words
4039.0,sixteen,number,A1,seize,grammar_function_words
4040.0,sixty,number,A1,soixante,grammar_function_words
4041.0,size,noun,A2,taille,general
4042.0,sketch,noun,C1,sketch,general
4043.0,ski,"adjective, noun, verb",A2,ski,descriptions_general
4044.0,skiing,noun,A2,ski,general
4045.0,skill,noun,A1,compétence / aptitude,work_career
4046.0,skilled,adjective,B2,savant,descriptions_general
4047.0,skin,noun,A2,peau,health_body
4048.0,skip,verb,C1,sautiller,actions_general
4049.0,skirt,noun,A1,onglet,general
4050.0,skull,noun,B2,crâne,general
4051.0,sky,noun,A2,ciel,general
4052.0,slam,verb,C1,battre,actions_general
4053.0,slap,verb,C1,gifler,actions_general
4054.0,slash,verb,C1,taillader,actions_general
4055.0,slave,noun,B2,esclave,general
4056.0,slavery,noun,C1,joug,general
4057.0,sleep,"noun, verb",A1,sommeil,actions_general
4058.0,slice,"noun, verb",B1,tranche,actions_general
4059.0,slide,"noun, verb",B2,toboggan,actions_general
4060.0,slight,adjective,B2,,descriptions_general
4061.0,slightly,adverb,B1,légèrement,descriptions_general
4062.0,slip,verb,B2,glisser,actions_general
4063.0,slogan,noun,B2,,general
4064.0,slope,"noun, verb",B2,talus,actions_general
4065.0,slot,noun,C1,sillon,general
4066.0,slow,"adjective, verb",A1,lent,descriptions_general
4067.0,slowly,adverb,A2,lentement,descriptions_general
4068.0,small,adjective,A1,petit,descriptions_general
4069.0,smart,adjective,B1,smart,descriptions_general
4070.0,smartphone,noun,A2,smartphone,general
4071.0,smash,verb,C1,péter,actions_general
4072.0,smell,"noun, verb",A2,parfum,actions_general
4073.0,smile,"noun, verb",A2,sourire,actions_general
4074.0,smoke,"noun, verb",A2,fumée,actions_general
4075.0,smoking,noun,A2,tabac,general
4076.0,smooth,adjective,B1,plat,descriptions_general
4077.0,snake,noun,A1,Serpent,nature_animals
4078.0,snap,verb,C1,claquer,actions_general
4079.0,snow,"noun, verb",A1,senau,nature_animals
4080.0,so,"adverb, conjunction",A1,tellement,descriptions_general
4081.0,so-called,adjective,B2,soi-disant,descriptions_general
4082.0,soak,verb,C1,tremper,actions_general
4083.0,soap,noun,A2,savon,general
4084.0,soar,verb,C1,planer,actions_general
4085.0,soccer,noun,A2,football,general
4086.0,social,adjective,A2,social,descriptions_general
4087.0,socialist,adjective,C1,socialiste,descriptions_general
4088.0,society,noun,A2,société,general
4089.0,sock,noun,A2,chaussette,general
4090.0,soft,adjective,A2,mou,descriptions_general
4091.0,software,noun,B1,logiciel,technology_data
4092.0,soil,noun,B1,terre,general
4093.0,solar,adjective,B2,solaire,energy_environment
4094.0,soldier,noun,A2,soldat,general
4095.0,sole,adjective,C1,seul,descriptions_general
4096.0,solely,adverb,C1,uniquement,descriptions_general
4097.0,solicitor,noun,C1,notaire,general
4098.0,solid,"adjective, noun",B1,solide,descriptions_general
4099.0,solidarity,noun,C1,solidarité,general
4100.0,solo,"adjective, noun",C1,,descriptions_general
4101.0,solution,noun,A2,solution,general
4102.0,solve,verb,A2,solutionner,actions_general
4103.0,some,"determiner, pronoun",A1,quelque,grammar_function_words
4104.0,somebody,pronoun,A1,personne,grammar_function_words
4105.0,somehow,adverb,B2,,descriptions_general
4106.0,someone,pronoun,A1,personne,grammar_function_words
4107.0,something,pronoun,A1,,grammar_function_words
4108.0,sometime,adverb,B2,un jour prochain,descriptions_general
4109.0,sometimes,adverb,A1,quelquefois,descriptions_general
4110.0,somewhat,adverb,B2,vite fait,descriptions_general
4111.0,somewhere,"adverb, pronoun",A2,quelque part,descriptions_general
4112.0,son,noun,A1,garçon,general
4113.0,song,noun,A1,chanson,arts_media_sport
4114.0,soon,adverb,A1,prochainement,descriptions_general
4115.0,sophisticated,adjective,B2,sophistiqué,descriptions_general
4116.0,sorry,"adjective, exclamation",A1,désolé / navré,descriptions_general
4117.0,sort,"noun, verb",A2,sorte,actions_general
4118.0,soul,noun,B2,âme,general
4119.0,sound,"adjective, noun, verb",A1,son (nom) / sain (adj),communication_language
4120.0,soup,noun,A1,soupe,general
4121.0,source,noun,A2,source,general
4122.0,south,"adjective, adverb, noun",A1,Sud,descriptions_general
4123.0,southern,adjective,B1,méridional,descriptions_general
4124.0,sovereignty,noun,C1,souveraineté,general
4125.0,space,noun,A1,espace,general
4126.0,spam,noun,C1,pourriel,general
4127.0,span,"noun, verb",C1,empan,actions_general
4128.0,spare,"adjective, verb",B2,rechange,descriptions_general
4129.0,spark,verb,C1,étincelle,actions_general
4130.0,speak,verb,A1,exprimer,communication_language
4131.0,speaker,noun,A2,orateur,general
4132.0,special,adjective,A1,spécial,descriptions_general
4133.0,specialist,"adjective, noun",B2,spécialiste,descriptions_general
4134.0,specialize,verb,B2,spécialiser,actions_general
4135.0,specialized,adjective,C1,,descriptions_general
4136.0,species,noun,B2,,nature_animals
4137.0,specific,adjective,A2,spécifique,descriptions_general
4138.0,specifically,adverb,B1,spécifiquement,descriptions_general
4139.0,specification,noun,C1,spécification,general
4140.0,specify,verb,B2,spécifier,actions_general
4141.0,specimen,noun,C1,spécimen,general
4142.0,spectacle,noun,C1,spectacle,general
4143.0,spectacular,adjective,B2,spectaculaire,descriptions_general
4144.0,spectator,noun,B2,spectateur,general
4145.0,spectrum,noun,C1,spectre,general
4146.0,speculate,verb,B2,spéculer,actions_general
4147.0,speculation,noun,B2,spéculation,general
4148.0,speech,noun,A2,parole,general
4149.0,speed,"noun, verb",A2,vitesse,actions_general
4150.0,spell,"noun, verb",A1,ensorcellement,actions_general
4151.0,spelling,noun,A1,orthographe,general
4152.0,spend,verb,A1,dépenser,actions_general
4153.0,spending,noun,B1,,general
4154.0,sphere,noun,C1,sphère,general
4155.0,spice,noun,B2,épice,general
4156.0,spicy,adjective,B1,épicé,descriptions_general
4157.0,spider,noun,A2,araignée,general
4158.0,spill,verb,B2,répandre,actions_general
4159.0,spin,"noun, verb",C1,spin,actions_general
4160.0,spine,noun,C1,épine,general
4161.0,spirit,noun,B1,spiritueux,general
4162.0,spiritual,adjective,B2,spirituel,descriptions_general
4163.0,spite,noun,B2,dépit,general
4164.0,split,"noun, verb",B2,fossé,actions_general
4165.0,spoil,verb,B2,ruiner,actions_general
4166.0,spoken,adjective,B1,,descriptions_general
4167.0,spokesman,noun,B2,porte-parole,general
4168.0,spokesperson,noun,B2,porte-parole,general
4169.0,spokeswoman,noun,B2,,general
4170.0,sponsor,"noun, verb",B2,sponsor,actions_general
4171.0,sponsorship,noun,B2,patronage,general
4172.0,spoon,noun,A2,cuillère,general
4173.0,sport,noun,A1,sport,arts_media_sport
4174.0,sporting,adjective,B2,,descriptions_general
4175.0,spot,"noun, verb",B1,spot,actions_general
4176.0,spotlight,noun,C1,vedette,general
4177.0,spouse,noun,C1,mari,general
4178.0,spread,"noun, verb",B1,spread,actions_general
4179.0,spring,"noun, verb",A1,printemps (saison) / source (eau),actions_general
4180.0,spy,"noun, verb",C1,espion,actions_general
4181.0,squad,noun,C1,groupe,general
4182.0,square,"adjective, noun",A2,carré,descriptions_general
4183.0,squeeze,verb,C1,serrer,actions_general
4184.0,stab,verb,C1,poignarder,actions_general
4185.0,stability,noun,C1,stabilité,general
4186.0,stabilize,verb,C1,stabiliser,actions_general
4187.0,stable,adjective,B2,stable,descriptions_general
4188.0,stadium,noun,B1,stade,general
4189.0,staff,noun,B1,staff,work_career
4190.0,stage,"noun, verb",A2,stade,actions_general
4191.0,stair,noun,A2,,general
4192.0,stake,noun,C1,poteau,general
4193.0,stall,noun,B2,stalle,general
4194.0,stamp,noun,A2,estampille,general
4195.0,stance,noun,B2,attitude,general
4196.0,stand,"noun, verb",A1,résistance,actions_general
4197.0,standard,"adjective, noun",B1,standard,descriptions_general
4198.0,standing,adjective,C1,permanent,descriptions_general
4199.0,star,"noun, verb",A1,star,actions_general
4200.0,stare,verb,B2,mirer,actions_general
4201.0,stark,adjective,C1,sévère,descriptions_general
4202.0,start,"noun, verb",A1,entrée,actions_general
4203.0,starve,verb,B2,dépouiller,actions_general
4204.0,state,"adjective, noun, verb",A2,étatique,communication_language
4205.0,statement,noun,A1,attestation,communication_language
4206.0,station,noun,A1,station,travel_transport
4207.0,statistic,noun,B1,,general
4208.0,statistical,adjective,C1,statistique,descriptions_general
4209.0,statue,noun,B1,statue,general
4210.0,status,noun,B2,statut,general
4211.0,stay,"noun, verb",A1,séjour,actions_general
4212.0,steadily,adverb,B2,uniformément,descriptions_general
4213.0,steady,adjective,B2,régulier,descriptions_general
4214.0,steal,verb,A2,voler,actions_general
4215.0,steam,noun,B2,vapeur,general
4216.0,steel,noun,B2,fusil,general
4217.0,steep,adjective,B2,raide,descriptions_general
4218.0,steer,verb,C1,conduire,actions_general
4219.0,stem,"noun, verb",C1,stem,actions_general
4220.0,step,"noun, verb",A2,marche,actions_general
4221.0,stereotype,noun,C1,stéréotype,general
4222.0,stick,"noun, verb",B1,stick,actions_general
4223.0,sticky,adjective,B2,visqueux,descriptions_general
4224.0,stiff,adjective,B2,rigide,descriptions_general
4225.0,still,"adjective, adverb",A1,encore / toujours (adv) / immobile (adj),descriptions_general
4226.0,stimulate,verb,B2,stimuler,actions_general
4227.0,stimulus,noun,C1,stimulus,general
4228.0,stir,verb,C1,touiller,actions_general
4229.0,stock,noun,B2,action/stock,finance_trading
4230.0,stomach,noun,A2,estomac,health_body
4231.0,stone,noun,A2,pierre,general
4232.0,stop,"noun, verb",A1,halte,actions_general
4233.0,storage,noun,C1,stockage,general
4234.0,store,"noun, verb",A2,réserve,actions_general
4235.0,storm,noun,A2,tempête,nature_animals
4236.0,story,noun,A1,histoire / récit,general
4237.0,straight,"adjective, adverb",A2,droit,descriptions_general
4238.0,straightforward,adjective,C1,simple,descriptions_general
4239.0,strain,noun,C1,ton,general
4240.0,strand,noun,C1,toron,general
4241.0,strange,adjective,A2,singulier,descriptions_general
4242.0,stranger,noun,B1,inconnu,general
4243.0,strategic,adjective,C1,stratégique,descriptions_general
4244.0,strategy,noun,A2,stratégie,general
4245.0,stream,noun,B2,ruisseau,general
4246.0,street,noun,A1,rue,travel_transport
4247.0,strength,noun,B1,vigueur,general
